"Name","National"
"NNOC-FLORIDA NNU","NNU"
"NNOC-FLORIDA/NNU","NNU"
"NNOC-MISSOURI/NNU","NNU"
"NNOC-TEXAS/NNU","NNU"
"NURSES UNITED FOR IMPROVED PATIENT CARE, CNA/NNOC","NNU"
"National Nurses Organizing Committee","NNU"
"National Nurses Organizing Committee (NNOC)","NNU"
"National Nurses Organizing Committee (NNOC) - National Nurses United (NNU)","NNU"
"National Nurses Organizing Committee (NNOC) -Missouri & Kansas/National Nurses United","NNU"
"National Nurses Organizing Committee (NNOC) /National Nurses United (NNU)","NNU"
"National Nurses Organizing Committee (NNOC), AFL-CIO","NNU"
"National Nurses Organizing Committee - Florida/National Nurses United (NNU)","NNU"
"National Nurses Organizing Committee - Louisiana/National Nurses United","NNU"
"National Nurses Organizing Committee / National Nurses United","NNU"
"National Nurses Organizing Committee Texas/NNU","NNU"
"National Nurses Organizing Committee-Florida/NNU","NNU"
"National Nurses Organizing Committee-Missouri/National Nurses United (NNOC-MO/NNU)","NNU"
"National Nurses Organizing Committee-National Nurses United","NNU"
"National Nurses Organizing Committee-National Nurses United, AFL-CIO","NNU"
"National Nurses Organizing Committee-Texas/National Nurses United (Bay Area Healthcare Group, Ltd. d/b/a Corpus Christi Medical Center an indirect subsidiary of HCA Holdings, Inc.)","NNU"
"National Nurses Organizing Committee/ National Nurses United","NNU"
"National Nurses Organizing Committee/National Nurses United","NNU"
"National Nurses Organizing Committee/National Nurses United (NNOC/NNU) affiliated with American Federation of Labor-Congress of Industrial Organizations, AFL-CIO","NNU"
"National Nurses Organizing Committee/National Nurses United, AFL-CIO","NNU"
"National Nurses Organizing Committee/National Nurses United, AFL-CIO (NNOC/NNU)","NNU"
"National Nurses Unites (NNU)","NNU"
"Nurses United for Improved Patient Care, CNA/NNOC","NNU"
"THE MINNESOTA NURSES ASSOCIATION","NNU"
"NATIONAL UNION OF HEALTHCARE WORKERS","NUHW"
"NATIONAL UNION OF HEALTHCARE WORKERS (NUHW)","NUHW"
"NUHW (NATIONAL UNION OF HEALTHCARE WORKERS)","NUHW"
"National Union of Healthcare Workers","NUHW"
"National Union of Healthcare Workers (NUHW)","NUHW"
"National Union of Healthcare Workers [NUHW]","NUHW"
"NEW YORK STATE NURSES ASSOCIATION","NYSNA"
"New York State Nurses Association","NYSNA"
"New York State Nurses Association (NYSNA)","NYSNA"
"The New York State Nurses Association","NYSNA"
"COMMUNICATIONS WORKERS OF AMERICA AFL-CIO, THE NEWSPAPER GUILD","NewsGuild"
"Chicago News Guild TNG-CWA Local 34071","NewsGuild"
"Chicago News Guild TNG-CWA Local 34071, AFL-CIO","NewsGuild"
"Chicago Newspaper Guild Local 34071","NewsGuild"
"Chicago Newspaper Guild, Loc. 34071","NewsGuild"
"Chicago Newspaper Guild, TNG-CWA Local 34071","NewsGuild"
"DENVER NEWSPAPER GUILD-CWA, LOCAL 37074","NewsGuild"
"Denver Newspaper Guild - CWA Local 37074, AFL-CIO","NewsGuild"
"Denver Newspaper Guild - Communication Workers of America, AFL-CIO","NewsGuild"
"Denver Newspaper Guild, The News Guild, Communications Workers of America, Local 37074, AFL-CIO","NewsGuild"
"Denver Newspaper Guild-Communications Workers of America, Local 37074, AFL-CIO","NewsGuild"
"Harrisburg Newspaper Guild Local 38016","NewsGuild"
"Hawaii Newspaper Guild, Local 39117","NewsGuild"
"Hazleton Newspaper Guild","NewsGuild"
"Indianapolis NewsGuild, Communication Workers of America (TNG-CWA), AFL-CIO","NewsGuild"
"Local 3, The Newspaper Guild of New York","NewsGuild"
"Local 34022, Newspaper Guild of Detroit, The Newspaper Guild, CWA, AFL-CIO","NewsGuild"
"MINNESOTA NEWSPAPER GUILD AND TYPOGRAPHICAL UNION","NewsGuild"
"MN NEWSPAPER GUILD/TYPOGRAPHICAL UNION LOCAL #37002 CWA, CLC, AFL-CIO","NewsGuild"
"Media Guild of the West, The NewsGuild -CWA, Local 39213","NewsGuild"
"Minnesota Newspaper Guild and Typographical Union","NewsGuild"
"NEWSGUILD OF NEW YORK, LOCAL 31003, COMMUNICATION WORKERS OF AMERICA, AFL-CIO","NewsGuild"
"NEWSGUILD OF NEW YORK, LOCAL 31003, COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO","NewsGuild"
"NEWSPAPER GUILD OF DETROIT","NewsGuild"
"NEWSPAPER GUILD OF GREATER PHILADELPHIA/COMMUNICATION WORKERS OF AMERICA LOCAL 38010, AFL-CIO, CLC","NewsGuild"
"NEWSPAPER GUILD OF NEW YORK LOCAL 31003","NewsGuild"
"NEWSPAPER GUILD OF NEW YORK, LOCAL 31003, TNG-CWA, AFL-CIO","NewsGuild"
"NORTHERN CALIFORNIA MEDIA WORKERS GUILD, LOCAL 39521, THE NEWSPAPER GUILD-COMMUNICATIONS WORKERS OF","NewsGuild"
"NewsGuild - Communications Workers of America, AFL-CIO","NewsGuild"
"NewsGuild of Greater Philadelphia, CWA Local 38010","NewsGuild"
"NewsGuild of Greater Philadelphia, CWA Local 38010, AFL-CIO, CLC","NewsGuild"
"NewsGuild of Greater Philadelphia, Local 38010","NewsGuild"
"NewsGuild of New York, Local 31003, TNG/CWA, AFL-CIO","NewsGuild"
"Newspaper Guild of Greater Philadelphia, CWA, Local 38010","NewsGuild"
"Newspaper Guild of New York, Local 3, CWA, AFL-CIO","NewsGuild"
"Newspaper Guild of Pittsburgh/Communications Workers of America, Local 38061, AFL-CIO CLC","NewsGuild"
"Newspaper Guild, Local 34071","NewsGuild"
"Northeast Ohio News Guild Communication Workers of America, Local 34001","NewsGuild"
"Northeast Ohio Newspaper Guild, Local 1 of the Newspaper Guild Sector, CWA, AFL-CIO","NewsGuild"
"Northeast Ohio Newspaper Guild/TNG-CWA Local 34001","NewsGuild"
"PACIFIC MEDIA WORKERS GUILD, LOCAL 39521, THE NEWSPAPER GUILD-CWA","NewsGuild"
"Pacific NW Newspaper Guild, CWA Local 37082","NewsGuild"
"Pacific Northwest Newspaper Guild affiliated with the News Guild-Communication Workers of America","NewsGuild"
"Pacific Northwest Newspaper Guild, Communications Workers of America Local 37082","NewsGuild"
"Pacific Northwest Newspaper Guild, Local No. TNG-CWA 37082, affiliated with the NewsGuild - Communication Workers of America","NewsGuild"
"Pacific Northwest Newspaper Guild, TNG-CWA 37082","NewsGuild"
"Pacific Northwest Newspaper Guild, The News Guild-Communications Workers of America, Local 37082, AFL-CIO","NewsGuild"
"Pacific Northwest Newspaper Guild, The NewsGuild-Communications Workers of America Local 37082","NewsGuild"
"Providence Newspaper Guild, Local 31041, a/w Communications Workers of America, AFL-CIO","NewsGuild"
"Providence Newspaper Guild, TNG-CWA Local 31041, AFL-CIO","NewsGuild"
"Providence Newspaper Guild, TNG-CWA, Local 31041, AFL-CIO","NewsGuild"
"ST. LOUIS NEWSPAPER GUILD, TNG-CWA 36047","NewsGuild"
"ST. LOUIS NEWSPAPER GUILD, TNG-CWA, LOCAL 36047","NewsGuild"
"Sheboygan Newspaper Guild-CWA #34179","NewsGuild"
"St. Louis Newspaper Guild - CWA Local 36047","NewsGuild"
"St. Louis Newspaper Guild -- CWA Local 36047","NewsGuild"
"St. Louis Newspaper Guild Local 36047","NewsGuild"
"THE BOSTON NEWSPAPER GUILD, LOCAL 31245 A/W COMMUNICATIONS WORKERS OF AMERICA","NewsGuild"
"THE NEWS GUILD-CWA","NewsGuild"
"THE NEWSGUILD-COMMUNICATIONS WORKERS OF AMERICA","NewsGuild"
"THE NEWSPAPER GUILD OF NEW YORK, CWA LOCAL 31003, AFL-CIO","NewsGuild"
"The Minnesota Newspaper Guild, TNG-CWA, AFL-CIO, CLC, Local 37002","NewsGuild"
"The News Guild -CWA","NewsGuild"
"The News Guild, a/w Communications Workers of America, AFL-CIO, CLC","NewsGuild"
"The News Guild- Communications Workers of America Local 37082, AFL-CIO","NewsGuild"
"The News Guild-CWA","NewsGuild"
"The News Guild-CWA, Communication Workers of America, AFL-CIO","NewsGuild"
"The News Guild-Communications Workers of America","NewsGuild"
"The NewsGuild - Communication Workers of America, AFL-CIO","NewsGuild"
"The NewsGuild - Communications Workers of America, AFL-CIO","NewsGuild"
"The NewsGuild of Maine, Communication Workers of America, Local 31128","NewsGuild"
"The NewsGuild of New York, Local 31003 CWA","NewsGuild"
"The NewsGuild of New York, Local 31003 TNG/CWA","NewsGuild"
"The NewsGuild of New York, Local 31003, TNG/CWA","NewsGuild"
"The NewsGuild of New York, Local 31003, TNG/CWA, AFL-CIO","NewsGuild"
"The NewsGuild- Communication Workers of America, AFL-CIO","NewsGuild"
"The NewsGuild-CWA","NewsGuild"
"The NewsGuild-CWA Local 38010","NewsGuild"
"The NewsGuild-CWA a/w Communications Workers of America, AFL-CIO","NewsGuild"
"The NewsGuild-CWA, Communication Workers of America, AFL-CIO","NewsGuild"
"The NewsGuild-Communication Workers of America, AFL-CIO","NewsGuild"
"The Newspaper Guild - CWA","NewsGuild"
"The Newspaper Guild of Greater Boston TNG-Communications Workers of America 31032","NewsGuild"
"The Newspaper Guild of New York, CWA Local 31003, AFL-CIO","NewsGuild"
"The Newspaper Guild of New York, Local N","NewsGuild"
"The Newspaper Guild/CWA, Local No. 37002, AFL-CIO, CLC","NewsGuild"
"The Pacific Northwest Newspaper Guild, TNG-CWA 37082","NewsGuild"
"WASHINGTON-BALTIMORE NEWSPAPER GUILD, LOCAL 32035","NewsGuild"
"WASHINGTON-BALTIMORE NEWSPAPER GUILD, LOCAL 32035 A/W TNG-CWA, AFL-CIO, CLC","NewsGuild"
"Washington Baltimore News Guild Local 32035","NewsGuild"
"Washington-Baltimore News Guild, Local 32035","NewsGuild"
"Washington-Baltimore News Guild, Local 32035 a/w The News Guild – Communications Workers of America, AFL-CIO, CLC","NewsGuild"
"Washington-Baltimore News Guild, Local 32035 a/w The News Guild, Communications Workers of America, AFL-CIO","NewsGuild"
"Washington-Baltimore News Guild, Local 32035 a/w The News Guild, Communications Workers of America, AFL-CIO, CLC","NewsGuild"
"Washington-Baltimore News Guild-Communications Workers of America Local 32035","NewsGuild"
"Washington-Baltimore NewsGuild, Local 32035","NewsGuild"
"Washington-Baltimore Newspaper Guild, Local 32035","NewsGuild"
"Washington-Baltimore Newspaper Guild, Local 32035, The Newspaper Guild, CWA","NewsGuild"
"Washington-Baltimore Newspaper Guild, Local 32035, a/w The News Guild – Communications Workers of America, AFL-CIO, CLC","NewsGuild"
"Washington/Baltimore Newspaper Guild, Local 32035","NewsGuild"
"BC United a/w OPEIU Local 30","OPEIU"
"HAWAII NURSES ASSOCIATION - OPEIU LOCAL 50, AFL-CIO","OPEIU"
"Hawai'i Nurses' Association, OPEIU Local 50","OPEIU"
"Hawai?i Nurses` Association - OPEIU Local 50","OPEIU"
"Hawai?i Nurses` Association, OPEIU Local 50","OPEIU"
"Hawaii Nurses' Association - OPEIU Local 50","OPEIU"
"Hawaii Nurses' Association, OPEIU Local 50","OPEIU"
"Hawaii Nurses` Association, OPEIU Local 50","OPEIU"
"Hawaiʻi Nurses` Association - OPEIU Local 50","OPEIU"
"INDUSTRIAL TECHNICAL & PROFESSIONAL EMPLOYEES UNION, OPEIU LOCAL 4873, AFL-CIO","OPEIU"
"INDUSTRIAL, TECHNICAL & PROFESSIONAL EMPLOYEES UNION, AFL-CIO AFFILIATED WITH OPEIU AS LOCAL 4873","OPEIU"
"INDUSTRIAL, TECHNICAL & PROFESSIONAL EMPLOYEES UNION, OPEIU LOCAL 4873, AFL-CIO","OPEIU"
"INDUSTRIAL, TECHNICAL AND PROFESSIONAL EMPLOYEES UNION, OPEIU LOCAL 4873, AFL-CIO","OPEIU"
"INDUSTRIAL, TECHNICAL AND PROFESSIONAL EMPLOYEES, (AFL-CIO) OPEIU LOCAL 4873","OPEIU"
"Industrial Technical & Professional Employees Union, OPEIU Local 4873, AFL-CIO","OPEIU"
"Industrial Technical Professional Employees Union, OPEIU Local 4873 AFL-CIO (ITPEU)","OPEIU"
"Industrial Technical and Professional Employees Union Local 4873 of OPEIU, AFL-CIO","OPEIU"
"Industrial Technical and Professional Employees Union, OPEIU Local 4873","OPEIU"
"Industrial Technicial and Professional Employees Union Local 4873 of OPEIU AFL-CIO","OPEIU"
"Industrial, Technical & Professional Employees (OPEIU Local 4873)","OPEIU"
"Industrial, Technical & Professional Employees Union, OPEIU Local 4873, AFL-CIO","OPEIU"
"Industrial, Technical and Professional Employees Union Local 4873 of OPEIU AFL-CIO","OPEIU"
"Industrial, Technical and Professional Employees Union, Local 4873, OPEIU AFL-CIO","OPEIU"
"Industrial, Technical and Professional Employees Union, Local 4873, OPEIU, AFL-CIO","OPEIU"
"Industrial, Technical and Professional Employees Union, OPEIU Local 4873","OPEIU"
"Industrial, Technical, and Professional Employees Union Local 4873 of OPEIU AFL-CIO","OPEIU"
"LOCAL 13, OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO","OPEIU"
"LOCAL 13, OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO","OPEIU"
"LOCAL 153 OFFICE & PROFESSIONAL EMPLOYEES INT'L UNION","OPEIU"
"LOCAL 153 Office and Professional Employees International Union, AFL-CIO","OPEIU"
"LOCAL 153, OPEIU","OPEIU"
"LOCAL 2 OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO","OPEIU"
"LOCAL 35, OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION","OPEIU"
"LOCAL 35, OPEIU","OPEIU"
"LOCAL 42, OFFICE AND PROFESSIONAL EMPLOYEES INT'L UNION","OPEIU"
"LOCAL 42, OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU), AFL-CIO","OPEIU"
"LOCAL 42, OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO","OPEIU"
"LOCAL 459 OPEIU","OPEIU"
"LOCAL 459, OFFICE & PROFESSIONAL EMPLOYEE UNION INTERNATIONAL UNION (OPEIU), AFL-CIO, CLC","OPEIU"
"LOCAL 459, OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU), AFL-CIO","OPEIU"
"LOCAL 459, OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU), AFL-CIO","OPEIU"
"Local 12 Office & Professional Employees (OPEIU)","OPEIU"
"Local 13, Office and Professional Employees International Union, AFL-CIO","OPEIU"
"Local 153, OPEIU","OPEIU"
"Local 2, OPEIU","OPEIU"
"Local 2, Office & Professional Employees International Union, AFL-CIO","OPEIU"
"Local 2, Office and Professional Employees International Union, AFL-CIO","OPEIU"
"Local 32, OPEIU, AFL-CIO","OPEIU"
"Local 393, Office and Professional Employees International Union (OPEIU), AFL-CIO","OPEIU"
"Local 40, RN Staff Council, Office and Professional Employees International Union (OPEIU), AFL-CIO","OPEIU"
"Local 42 OPEIU","OPEIU"
"Local 42, Office and Professional Employees Int'l Union","OPEIU"
"Local 42, Office and Professional Employees International Union (OPEIU), AFL-CIO","OPEIU"
"Local 42, Office and Professional Employees International Union, (OPEIU),AFL-CIO","OPEIU"
"Local 42, Office and Professional Employees International Union, AFL-CIO","OPEIU"
"Local 459 OPEIU","OPEIU"
"Local 459, Office and Professional Employees International Union (OPEIU), AFL-CIO","OPEIU"
"Local 459, Office and Professional Employees International Union (OPEIU), AFL-CIO, CLC","OPEIU"
"Local 459, Office and Professional Employees International Union AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INT'L UNION #5","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATION UNION, AFL-CIO, CLC","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) AFL-CIO, CLC","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 29, AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 11","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 12","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 13, AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 153, AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 2","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 29 AFL-CIO-CLC","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 29, AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL NO. 442, AFL-CIO","OPEIU"
"OFFICE & PROFESSIONAL EMPLOYEES INTL UNION, LOCAL 2","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) AFL-CIO, CLC","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU), LOCAL No. 3","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION AND ITS LOCAL UNION NO. 98, AFL-CIO, CLC","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 153","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 29","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 29, AFL-CIO","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 30","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL NO. 35","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO CLC","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, AFL-CIO LOCAL 153","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, HEALTHCARE PA A/W OPEIU","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 13, AFL-CIO","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 153","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 2, AFL-CIO, CLC","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 29","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 29, AFL-CIO, CLC","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 30","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 30, AFL-CIO","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 35","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 537","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 6","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 6, AFL-CIO","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, OPEIU LOCAL 29","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES LOCAL 32","OPEIU"
"OFFICE AND PROFESSIONAL EMPLOYEES UNION, LOCAL 1319","OPEIU"
"OFFICE and PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 2, AFL-CIO","OPEIU"
"OPEIU # 1","OPEIU"
"OPEIU AFL-CIO","OPEIU"
"OPEIU HEALTHCARE PENNSYLVANIA LOCAL 112 AND ITS AFFILIATE OPEIU HEALTHCARE PENNSYLVANIA LOCAL 733","OPEIU"
"OPEIU HEALTHCARE PENNSYLVANIA, LOCAL 112 AND ITS REGISTERED NURSE AFFILIATE LOCAL #702 A/W OPEIU, AF","OPEIU"
"OPEIU HEALTHCARE PENNSYLVANIA, LOCAL 112 OPEIU, AFL-CIO, CLC","OPEIU"
"OPEIU Healthcare Local 112, AFL-CIO","OPEIU"
"OPEIU Healthcare Pennsylvania Local 112, AFL-CIO","OPEIU"
"OPEIU Healthcare Pennsylvania, Local 153, AFL-CIO","OPEIU"
"OPEIU LOCAL 1","OPEIU"
"OPEIU LOCAL 23","OPEIU"
"OPEIU LOCAL 30","OPEIU"
"OPEIU LOCAL 320","OPEIU"
"OPEIU LOCAL 39","OPEIU"
"OPEIU LOCAL 8","OPEIU"
"OPEIU LOCAL 8 & OPEIU LOCAL 23","OPEIU"
"OPEIU LOCAL 95","OPEIU"
"OPEIU Local 1","OPEIU"
"OPEIU Local 11","OPEIU"
"OPEIU Local 153","OPEIU"
"OPEIU Local 2, AFL-CIO","OPEIU"
"OPEIU Local 23","OPEIU"
"OPEIU Local 29","OPEIU"
"OPEIU Local 3","OPEIU"
"OPEIU Local 32 a/w Office and Professional Employees International Union, AFL­-CIO","OPEIU"
"OPEIU Local 330","OPEIU"
"OPEIU Local 459","OPEIU"
"OPEIU Local 8","OPEIU"
"OPEIU Local 8, AFL-CIO","OPEIU"
"OPEIU Union Local 23","OPEIU"
"OPEIU, LOCAL 11","OPEIU"
"OPEIU, LOCAL 5","OPEIU"
"OPEIU, Local #11","OPEIU"
"OPEIU, Local 11","OPEIU"
"OPEIU, Local 11, AFL-CIO","OPEIU"
"OPEIU, Local 2","OPEIU"
"OPEIU, Local 320","OPEIU"
"OPEIU, Local 5","OPEIU"
"OPEIU, Local 512, AFL-CIO-CLC","OPEIU"
"OPEIU, Local 9","OPEIU"
"OPEIU, Local 9, AFL-CIO","OPEIU"
"OPEIu Local 512","OPEIU"
"Office & Professional Employees Assn., Div. of Local #12 I.U.A.N. & P.W.","OPEIU"
"Office & Professional Employees Assn., Div. of Local No. 12, AFL-CIO","OPEIU"
"Office & Professional Employees Int'l. Union, AFL-CIO","OPEIU"
"Office & Professional Employees Internat","OPEIU"
"Office & Professional Employees Internation Union, AFL-CIO, CLC","OPEIU"
"Office & Professional Employees Internation Union, Local 402","OPEIU"
"Office & Professional Employees International Union - Local 28","OPEIU"
"Office & Professional Employees International Union AFL-CIO & CLC Local 13","OPEIU"
"Office & Professional Employees International Union AFL-CIO, CLC Local 13","OPEIU"
"Office & Professional Employees International Union Local #28","OPEIU"
"Office & Professional Employees International Union Local 153","OPEIU"
"Office & Professional Employees International Union Local 153, AFL-CIO","OPEIU"
"Office & Professional Employees International Union Local 19","OPEIU"
"Office & Professional Employees International Union Local 39","OPEIU"
"Office & Professional Employees International Union, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local #28","OPEIU"
"Office & Professional Employees International Union, Local 11","OPEIU"
"Office & Professional Employees International Union, Local 12","OPEIU"
"Office & Professional Employees International Union, Local 153","OPEIU"
"Office & Professional Employees International Union, Local 153, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local 17, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local 2, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local 29","OPEIU"
"Office & Professional Employees International Union, Local 29, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local 512, AFL-CIO-CLC","OPEIU"
"Office & Professional Employees International Union, Local 537, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local 8","OPEIU"
"Office & Professional Employees International Union, Local 9, AFL-CIO","OPEIU"
"Office & Professional Employees International Union, Local No. 13","OPEIU"
"Office & Professional Employees International Union, Local No. 32, AFL-CIO-CLC","OPEIU"
"Office & Professional Employees International Union, Local No. 9","OPEIU"
"Office & Professional Employees International Union,, Local 153, AFL-CIO","OPEIU"
"Office & Professional Employees IntÆl Un","OPEIU"
"Office & Professional Employees Int’l Union, Local 153","OPEIU"
"Office & Professional Employees Union, Local 11, AFL-CIO","OPEIU"
"Office & Professional Employees' Interna","OPEIU"
"Office & Professional Employees, Local 2","OPEIU"
"Office & Professional Employees, OPEIU Local 29","OPEIU"
"Office And Professional Employees International Union Local 29 AFL-CIO","OPEIU"
"Office and Professional Employees Int'l. Union, Local 3","OPEIU"
"Office and Professional Employees International Union","OPEIU"
"Office and Professional Employees International Union (OPEIU)","OPEIU"
"Office and Professional Employees International Union (OPEIU) Local 8","OPEIU"
"Office and Professional Employees International Union (OPEIU), Local 12","OPEIU"
"Office and Professional Employees International Union (OPEIU), Local 153, AFL-CIO","OPEIU"
"Office and Professional Employees International Union , Local No. 3","OPEIU"
"Office and Professional Employees International Union - Local 39","OPEIU"
"Office and Professional Employees International Union Local 11","OPEIU"
"Office and Professional Employees International Union Local 112","OPEIU"
"Office and Professional Employees International Union Local 12","OPEIU"
"Office and Professional Employees International Union Local 153","OPEIU"
"Office and Professional Employees International Union Local 153, AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local 29","OPEIU"
"Office and Professional Employees International Union Local 29 AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local 30","OPEIU"
"Office and Professional Employees International Union Local 30, AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local 39","OPEIU"
"Office and Professional Employees International Union Local 537, AFL-CIO, CLC","OPEIU"
"Office and Professional Employees International Union Local 8","OPEIU"
"Office and Professional Employees International Union Local 8 affiliated with the AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local 8, AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local 8, affiliated with the AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local 98, AFL-CIO","OPEIU"
"Office and Professional Employees International Union Local No. 537","OPEIU"
"Office and Professional Employees International Union, AFL-CIO, CLC, Local #28","OPEIU"
"Office and Professional Employees International Union, AFL-CIO, Local 2","OPEIU"
"Office and Professional Employees International Union, AFL-CIO, Local 277","OPEIU"
"Office and Professional Employees International Union, Local #95","OPEIU"
"Office and Professional Employees International Union, Local 12","OPEIU"
"Office and Professional Employees International Union, Local 13, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 153","OPEIU"
"Office and Professional Employees International Union, Local 153, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 179","OPEIU"
"Office and Professional Employees International Union, Local 179, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 1794, AFL-CIO,CLC","OPEIU"
"Office and Professional Employees International Union, Local 2","OPEIU"
"Office and Professional Employees International Union, Local 2, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 2, AFL-CIO, CLC","OPEIU"
"Office and Professional Employees International Union, Local 28, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 29","OPEIU"
"Office and Professional Employees International Union, Local 3","OPEIU"
"Office and Professional Employees International Union, Local 30","OPEIU"
"Office and Professional Employees International Union, Local 30, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 39","OPEIU"
"Office and Professional Employees International Union, Local 42, AFL-CIO, CLC","OPEIU"
"Office and Professional Employees International Union, Local 5","OPEIU"
"Office and Professional Employees International Union, Local 537","OPEIU"
"Office and Professional Employees International Union, Local 537, AFL-CIO","OPEIU"
"Office and Professional Employees International Union, Local 537, AFL-CIO, CLC","OPEIU"
"Office and Professional Employees International Union, Local 56 AFL-CIO, CLC","OPEIU"
