"Case","Case_Name","Region","Status","Date_Filed","Date_Closed","Reason_Closed","City","State","Unit ID","Ballot_Type","Tally_Type","Tally_Date","Num_Eligible_Voters","Void Ballots","Labor_Union","Votes_For_Union","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes_Against","Total_Ballots_Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Allegations","Union","Unit Sought","Voters","Length","Tally_Quarter","Filed_Quarter","size","Unique","Case_Type","Election_Data","Plot_Labor_Union","National","National_Count","Margin","Union_Cer","Didnt_Vote","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit"
"01-RC-312535","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2023-02-21,2023-04-19,"Certification of Results","Branford","CT","A","Single Labor Organization","Initial",2023-04-11,23,NA,"Workers United, a/w SEIU",9,"",NA,"",NA,12,21,"",NA,"","","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 6 N. Main Street, Branford, CT 06405 facility (Store #7485); but excluding store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","","All full-time and regular part-time baristas, and shift supervisors; but excluding assistant store managers, store managers, office clericals, guards, and supervisors as defined by the Act.",23,49,2023-04-01,2023-01-01,"11-25",TRUE,"RC","Yes","Workers United, a/w SEIU","WU",1,0.428571428571429,"No",2,41.284746,-72.796292,"Branford, CT 06405",1,"place","TIGER/Line® dataset from the US Census Bureau","Branford","South Central Connecticut Planning Region","CT","6405","US",1,41.2464391020282,-72.6274305014094
"01-RC-312846","Starbucks Corporation","Region 01, Boston, Massachusetts","Open",2023-02-24,NA,"","Somerville","MA","","","",NA,13,NA,"Workers United",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time baristas and shift managers. Excluded: Store Managers.",NA,NA,NA,2023-01-01,"11-25",TRUE,"RC","No","Workers United","WU",1,NA,"No",NA,42.38092,-71.098896,"Somerville, MA 02143",1,"place","TIGER/Line® dataset from the US Census Bureau","Somerville","Middlesex County","MA","2143","US",1,42.0727331511193,-71.000552598784
"01-RC-313008","Starbucks Corporation","Region 01, Boston, Massachusetts","Open",2023-02-27,NA,"","Newton","MA","","","",NA,15,NA,"Workers United, a/w SEIU",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time baristas and shift managers.  Excluded:  Store Managers",NA,NA,NA,2023-01-01,"11-25",TRUE,"RC","No","Workers United, a/w SEIU","WU",1,NA,"No",NA,42.446396,-71.459405,"Newton, MA 02160",1,"place","TIGER/Line® dataset from the US Census Bureau","Newton","Middlesex County","MA","2160","US",1,42.0170311038534,-71.3115826497364
"01-RC-315488","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2023-04-05,2023-06-02,"Certific. of Representative","Rochester","NH","A","Single Labor Organization","Initial",2023-05-23,17,NA,"Workers United",10,"",NA,"",NA,4,14,"",NA,"","Workers United","Included:  All full-time and regular part-time baristas and shift supervisors.  Excluded: Store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","Workers United a/w Service Employees International Union","Included:  All full-time and regular part-time baristas and shift supervisors.  Excluded:  Store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.",17,48,2023-04-01,2023-04-01,"11-25",TRUE,"RC","Yes","Workers United","WU",1,0.714285714285714,"Yes",3,43.262994,-70.991203,"Rochester, NH 03839",1,"place","TIGER/Line® dataset from the US Census Bureau","Rochester","Strafford County","NH","3839","US",1,43.4471529501128,-71.0481591664015
"01-RC-318385","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2023-05-19,2023-07-14,"Certific. of Representative","Danbury","CT","A","Single Labor Organization","Initial",2023-07-06,23,19,"Workers United, a/w SEIU",18,"",NA,"",NA,1,0,"",NA,"","Workers United, a/w SEIU","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 67 Newtown Road, Danbury, Connecticut facility; but excluding store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","Workers United, a/w SEIU","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 67 Newtown Road, Danbury, Connecticut facility; but excluding store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.",23,48,2023-07-01,2023-04-01,"11-25",TRUE,"RC","Yes","Workers United, a/w SEIU","WU",1,NA,"Yes",4,41.376242,-73.471416,"Danbury, CT 06810",1,"place","TIGER/Line® dataset from the US Census Bureau","Danbury","Western Connecticut Planning Region","CT","6810","US",1,40.8833802070892,-73.1550954267874
"01-RC-322483","Starbucks Corporation","Region 01, Boston, Massachusetts","Open",2023-07-26,NA,"","Beverly","MA","","","",NA,24,NA,"WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time baristas and shift managers. Excluded: Store managers.",NA,NA,NA,2023-07-01,"11-25",TRUE,"RC","No","WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION","WU",1,NA,"No",NA,42.565145,-70.853843,"Beverly, MA 01915",1,"place","TIGER/Line® dataset from the US Census Bureau","Beverly","Essex County","MA","1915","US",1,42.3365791112878,-70.9733831092991
"02-RC-290354","Siren Retail Corporation d/b/a Starbucks","Region 02, New York, New York","Closed",2022-02-09,2022-04-12,"Certific. of Representative","New York","NY","A","Single Labor Organization","Initial",2022-04-01,86,NA,"Workers United",46,"",NA,"",NA,36,82,"",NA,"","Workers United","Included: All full-time and regular part-time Baristas, Mixologists, Ops Leads, and Bakers who were employed during the payroll period ending February 27, 2022 
Excluded: All store managers, office clericals, confidential employees, managerial employees, guards, professional employees and supervisors as defined by the Act, and all other employees.","","","","","Workers United New York/New Jersey Regional Joint Board","Included:
All full-time and regular part-time Baristas, Mixologists, Ops Leads, Trainers, Princis
Excluded
Store managers, office clericals, guards, and supervisors as defined by the Act",86,51,2022-04-01,2022-01-01,"51-100",TRUE,"RC","Yes","Workers United","WU",1,0.560975609756098,"Yes",4,40.750422,-73.996328,"New York, NY 10001",1,"place","TIGER/Line® dataset from the US Census Bureau","New York","New York County","NY","10001","US",1,41.1845641707068,-74.1764112585432
"02-RC-290360","Starbucks Manufacturing Corporation","Region 02, New York, New York","Closed",2022-02-10,2022-03-30,"Withdrawal Non-adjusted","New York","NY","","","",NA,10,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All f/t and p/t Roaster Operators, Flex Technicians, Senior Maintenance Mechanics

Excluded:
Store managers, office clericals, guards, and supervisors as defined by the Act",NA,NA,NA,2022-01-01,"6-10",TRUE,"RC","No","","",0,NA,"No",NA,40.750422,-73.996328,"New York, NY 10001",1,"place","TIGER/Line® dataset from the US Census Bureau","New York","New York County","NY","10001","US",1,41.1009388352276,-74.437540690901
"02-RC-290378","Starbucks Corporation","Region 02, New York, New York","Closed",2022-02-10,2022-05-09,"Certific. of Representative","New York","NY","A","Single Labor Organization","Initial",2022-04-29,30,NA,"New York New Jersey Regional Joint Board, Workers United",11,"",NA,"",NA,2,13,"",5,"","New York New Jersey Regional Joint Board, Workers United","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by
the Employer at its Store #825 located at 13-25 Astor Place, New York, NY.

Excluded: All store managers, office clerical, confidential employees, managerial
employees, guards, professional employees and supervisors as defined by the
Act, and all other employees.","","","","","New York New Jersey Regional Joint Board, Workers United","Included:

All full-time and regular part-time baristas, shift supervisors, and assist. store managers

Excluded:

Store managers, office clericals, guards, and supervisors as defined by the Act",30,78,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","New York New Jersey Regional Joint Board, Workers United","WU",1,0.846153846153846,"Yes",17,40.750422,-73.996328,"New York, NY 10001",1,"place","TIGER/Line® dataset from the US Census Bureau","New York","New York County","NY","10001","US",1,40.6321739061267,-74.431248564061
"02-RC-294088","Starbucks Corporation","Region 02, New York, New York","Closed",2022-04-15,2022-06-15,"Certific. of Representative","Nanuet","NY","A","Single Labor Organization","Initial",2022-06-03,21,NA,"Workers United",14,"",NA,"",NA,5,19,"",NA,"","Workers United","INCLUDED:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility located at 126 Rockland Plaza, Nanuet, New York. who were employed during the payroll period ending May 1, 2022..

EXCLUDED: All other employees including store managers, office clerical, confidential employees, managerial employees, and guards, and professional employees and supervisors as defined by the Act","","","","","Workers United a/w SEIU","Included:  All full-time and regular baristas, shift supervisors, and assist. store managers.

Excluded: Store managers, office clericals, guards, and supervisors as defined by the Act,",21,49,2022-04-01,2022-04-01,"11-25",TRUE,"RC","Yes","Workers United","WU",1,0.736842105263158,"Yes",2,41.097716,-74.010934,"Nanuet, NY 10954",1,"place","TIGER/Line® dataset from the US Census Bureau","Nanuet","Rockland County","NY","10954","US",1,40.9002215115577,-74.4494502654799
"02-RC-306188","Starbucks Corporation","Region 02, New York, New York","Open",2022-10-28,NA,"","Accord","NY","A","Single Labor Organization","Initial",2022-12-15,32,NA,"Workers United NY/NJ Joint Board",13,"",NA,"",NA,14,27,"",NA,"","New York New Jersey Regional Joint Board, Workers United","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer. 

Excluded: Office clerical employees, Store Managers, guards, professional employees, and supervisors as defined in the Act.
","","","","","New York New Jersey Regional Joint Board, Workers United","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer. 

Excluded: Office clerical employees, Store Managers, guards, professional employees, and supervisors as defined in the Act.
",32,48,2022-10-01,2022-10-01,"26-50",TRUE,"RC","Yes","Workers United NY/NJ Joint Board","WU",1,0.481481481481481,"No",5,41.79714,-74.23195,"Accord, NY 12404",1,"place","TIGER/Line® dataset from the US Census Bureau","Accord","Ulster County","NY","12404","US",1,41.3163852755291,-73.8946051838126
"02-RD-317733","Siren Retail Corp. d/b/a Starbucks","Region 02, New York, New York","Open",2023-05-10,NA,"","New York","NY","","","",NA,122,NA,"NY-NJ Regional Joint Board, Workers United a/k/a Starbucks Workers United",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time Baristas, Mixologists, Ops Leads, and Bakers.

Excluded: All store managers, office clericals, confidential employees, managerial employees, 
guards, professional employees and supervisors as defined by the Act, and all other employees.",NA,NA,NA,2023-04-01,"101-500",TRUE,"RD","No","NY-NJ Regional Joint Board, Workers United a/k/a Starbucks Workers United","WU",1,NA,"No",NA,40.750422,-73.996328,"New York, NY 10001",1,"place","TIGER/Line® dataset from the US Census Bureau","New York","New York County","NY","10001","US",1,41.0900348159948,-73.9007815618741
